fecha,precio,pronostico
2005-08-06,73.39174233333334,84.6622225416666
2015-03-28,210.83494566666664,209.94111498333328
2017-11-15,156.61979566666665,140.98419473333328
2017-09-27,111.604996,119.78747252499996
2002-06-09,31.877158,34.35870626666668
2012-10-29,161.66716,158.52939541666672
2003-07-07,70.785344,66.72438480000004
2009-09-20,182.5049253333333,189.91633887500006
2019-12-17,307.62551633333334,326.48844178333354
2017-03-22,146.92794033333334,128.33127162499989
2011-11-13,59.36884499999999,70.81594594166664
2007-03-21,96.38446333333331,103.79564961666668
2017-04-12,87.15243099999999,105.4685150416667
2005-05-19,65.646907,66.31296391666663
2011-03-12,77.83084766666667,80.7700914833334
1998-12-11,26.357525,22.599659374999998
2020-03-23,349.5508333333333,347.95138541666654
2004-06-09,57.46318466666667,57.322917466666674
2006-09-14,88.66721799999999,96.74442112500006
2007-07-18,85.12818166666666,81.50657027500003
2001-04-17,67.24017366666668,65.12363408333337
2017-02-24,190.34700533333333,178.86088525833333
1999-09-20,32.64954666666667,31.75124433333334
1998-12-12,23.06585833333333,21.815032958333337
2007-12-11,94.50585433333332,89.30287743333335
2013-01-26,186.02858433333336,182.9547238166666
2019-07-29,115.07135233333332,116.12996610833336
2015-02-25,200.3188046666667,181.610862825
2010-02-03,127.49713766666667,133.0940492416667
2008-01-14,95.76656066666668,96.01924194166662
1998-02-16,167.35442666666668,162.85783395833332
2004-03-14,70.264998,72.20373624999999
2014-07-20,147.58873433333335,159.531771375
1996-01-08,21.495833333333334,26.788503546099285
2018-05-18,69.29706866666668,69.69333633333335
2015-10-01,1223.758215,1801.5771804500007
2004-05-20,73.77814766666667,76.85007789166666
2002-06-20,37.40561633333333,36.56117883333334
2008-03-30,93.840655,96.28628081666665
2013-05-19,137.626772,150.76178310833342
2019-10-13,350.3018493333334,382.73980469166673
2019-08-10,138.32313033333332,141.91733212499997
2018-04-09,108.21183866666668,114.55000580833334
2017-07-23,65.20172133333334,68.7280988916666
2010-05-10,152.47028200000003,149.88188543333342
2021-02-05,250.3358333333333,268.1737291666667
2008-12-28,168.28746666666666,142.737928125
2004-12-23,69.21873900000001,65.65147110000001
2016-08-29,222.60918833333332,238.88341529166655
2002-08-08,47.310195,45.501875033333334
2002-08-16,44.030695,45.24360750000001
2000-06-06,45.594750000000005,37.76679055833333
2001-05-22,44.943042,43.487874975000025
2006-04-13,39.030089,45.03214278333332
2015-05-05,171.04032966666668,173.33941173333332
2001-03-15,82.50874133333333,76.28028157499998
2009-04-13,78.298305,82.29184868333331
2016-12-04,86.52276066666667,121.25136638333333
1999-11-16,32.33595666666667,31.59704499999999
1996-11-05,2.6165833333333333,3.7479104166666675
2013-07-05,192.79201566666663,195.3066403666666
2019-05-29,125.18578366666668,136.75001756666663
1997-08-27,46.78241333333333,44.382523750000004
1999-07-03,26.79764,31.61931750000001
1996-02-15,6.016666666666667,8.151914583333333
2020-03-24,361.9783333333333,339.7344062500002
2005-03-27,70.82779666666666,70.72559900833336
2010-06-05,69.40917766666666,78.64704409166663
2003-01-19,73.26273433333333,71.42773120833336
2012-05-24,63.974796,52.34370720000004
2005-11-28,69.57028366666667,70.41236246666666
2013-08-08,188.66710833333332,142.4475289583334
2007-09-29,78.41834666666666,73.53365844166667
2012-05-11,47.27066133333333,40.879950658333314
2002-09-13,50.08650533333334,49.06421262499999
1999-12-27,32.84896042553192,32.575374572695026
2010-12-22,76.550912,76.8063039583333
2012-07-14,58.225896,68.82883278333333
2003-06-19,73.78969666666667,69.96255291666662
2019-10-31,179.17114633333335,197.14348989166658
2001-02-09,83.76447233333333,79.62185709166668
2012-03-16,137.98712366666666,132.15513060833325
1996-01-16,29.20833333333333,31.335858333333356
2019-09-29,334.8694223333333,337.37562502500003
2007-01-02,59.216568,61.46680372500002
2003-02-04,77.08460466666666,72.13662206666666
1999-02-12,23.88136,25.989710333333342
2019-08-18,122.718332,131.1104188916666
2017-06-24,65.88230399999999,67.0970123833333
2008-07-04,56.01957766666666,56.113664125
1996-03-28,2.488375,2.3098281250000006
2014-12-13,189.01694466666663,177.4362686833333
2013-06-24,176.694735,158.18310144166657
2007-08-04,108.856014,101.6604395666667
2008-10-21,95.88230066666668,74.80112107499998
2004-03-22,72.693748,72.81546756666664
2017-10-16,123.565961,126.06277408333338
2010-08-24,97.17753766666668,93.81192882500007
2017-09-18,122.36738733333334,113.04779745
2004-10-31,68.86645666666665,70.49339520000002
1995-10-17,2.913,3.290641666666668
2010-09-09,105.343111,95.52055002499992
2000-06-25,35.94229166666667,38.373275075
2020-07-02,209.1833333333333,224.68729166666677
1996-06-21,2.3969166666666664,3.0375375
2007-02-26,108.25106166666666,102.87595810000002
2004-08-29,49.43105966666667,51.59803568333333
2017-01-12,126.337562,114.14792977500004
2001-01-15,78.673214,70.83492212499999
2018-07-18,88.80979400000001,82.94199573333334
2011-10-16,44.797394,71.08324180833334
2000-10-25,53.61134066666667,46.03227514166665
2003-07-17,72.10151066666667,71.06335947499996
1998-05-04,30.57049333333333,30.86962250000002
2017-11-18,136.393189,128.371292925
2017-12-02,80.58196,80.97177715000004
1997-08-14,45.01074666666667,43.76965127083332
2020-04-15,241.53666666666663,246.6057187499999
2003-08-23,68.30259333333333,67.99228083333335
2010-11-11,110.92105266666664,107.60004893333334
1998-04-20,54.174868333333336,52.77199645833334
2013-12-16,180.12804733333334,175.24134309999994
2012-02-11,50.11346833333334,53.94369265
2004-01-31,60.41524933333333,64.28535349999996
2008-02-07,108.14370466666666,106.08960638333335
2013-01-20,191.17349,195.68785450000004
